repo,sha,commit_message,filename,code,changes,is_bug,cleaned_code,num_lines,num_functions,num_loops,num_conditions,num_exceptions,code_length
pallets/flask,089cb86dd22bff589a4eafb7ab8e42dc357623b4,"Merge commit from fork

request context tracks session access",src/flask/sessions.py,"@@ -43,10 +43,15 @@ def permanent(self, value: bool) -> None:
     #: ``True``.
     modified = True
 
-    #: Some implementations can detect when session data is read or
-    #: written and set this when that happens. The mixin default is hard
-    #: coded to ``True``.
-    accessed = True
+    accessed = False
+    """"""Indicates if the session was accessed, even if it was not modified. This
+    is set when the session object is accessed through the request context,
+    including the global :data:`.session` proxy. A ``Vary: cookie`` header will
+    be added if this is ``True``.
+
+    .. versionchanged:: 3.1.3
+        This is tracked by the request context.
+    """"""
 
 
 class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin):
@@ -65,34 +70,15 @@ class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin):
     #: will only be written to the response if this is ``True``.
     modified = False
 
-    #: When data is read or written, this is set to ``True``. Used by
-    # :class:`.SecureCookieSessionInterface` to add a ``Vary: Cookie``
-    #: header, which allows caching proxies to cache different pages for
-    #: different users.
-    accessed = False
-
     def __init__(
         self,
-        initial: c.Mapping[str, t.Any] | c.Iterable[tuple[str, t.Any]] | None = None,
+        initial: c.Mapping[str, t.Any] | None = None,
     ) -> None:
         def on_update(self: te.Self) -> None:
             self.modified = True
-            self.accessed = True
 
         super().__init__(initial, on_update)
 
-    def __getitem__(self, key: str) -> t.Any:
-        self.accessed = True
-        return super().__getitem__(key)
-
-    def get(self, key: str, default: t.Any = None) -> t.Any:
-        self.accessed = True
-        return super().get(key, default)
-
-    def setdefault(self, key: str, default: t.Any = None) -> t.Any:
-        self.accessed = True
-        return super().setdefault(key, default)
-
 
 class NullSession(SecureCookieSession):
     """"""Class used to generate nicer error messages if sessions are not",34,0,"@@ -43,10 +43,15 @@ def permanent(self, value: bool) -> None: modified = True accessed = True accessed = False class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin): @@ -65,34 +70,15 @@ class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin): modified = False accessed = False def __init__( self, initial: c.Mapping[str, t.Any] | c.Iterable[tuple[str, t.Any]] | None = None, initial: c.Mapping[str, t.Any] | None = None, ) -> None: def on_update(self: te.Self) -> None: self.modified = True self.accessed = True super().__init__(initial, on_update) def __getitem__(self, key: str) -> t.Any: self.accessed = True return super().__getitem__(key) def get(self, key: str, default: t.Any = None) -> t.Any: self.accessed = True return super().get(key, default) def setdefault(self, key: str, default: t.Any = None) -> t.Any: self.accessed = True return super().setdefault(key, default) class NullSession(SecureCookieSession): """"""Class used to generate nicer error messages if sessions are not",1,6,0,1,0,1008
pallets/flask,089cb86dd22bff589a4eafb7ab8e42dc357623b4,"Merge commit from fork

request context tracks session access",src/flask/templating.py,"@@ -22,8 +22,8 @@
 
 
 def _default_template_ctx_processor() -> dict[str, t.Any]:
-    """"""Default template context processor.  Injects `request`,
-    `session` and `g`.
+    """"""Default template context processor.  Replaces the ``request`` and ``g``
+    proxies with their concrete objects for faster access.
     """"""
     appctx = _cv_app.get(None)
     reqctx = _cv_request.get(None)
@@ -32,7 +32,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]:
         rv[""g""] = appctx.g
     if reqctx is not None:
         rv[""request""] = reqctx.request
-        rv[""session""] = reqctx.session
+        # The session proxy cannot be replaced, accessing it gets
+        # RequestContext.session, which sets session.accessed.
     return rv
 
 ",7,0,"@@ -22,8 +22,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]: Default template context processor. Replaces the ``request`` and ``g`` proxies with their concrete objects for faster access. """""" appctx = _cv_app.get(None) reqctx = _cv_request.get(None) @@ -32,7 +32,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]: rv[""g""] = appctx.g if reqctx is not None: rv[""request""] = reqctx.request rv[""session""] = reqctx.session return rv",1,2,1,1,0,455
pallets/flask,089cb86dd22bff589a4eafb7ab8e42dc357623b4,"Merge commit from fork

request context tracks session access",tests/test_basic.py,"@@ -20,6 +20,8 @@
 from werkzeug.routing import RequestRedirect
 
 import flask
+from flask.globals import request_ctx
+from flask.testing import FlaskClient
 
 require_cpython_gc = pytest.mark.skipif(
     python_implementation() != ""CPython"",
@@ -231,27 +233,46 @@ def index():
     assert client.get(""/foo/bar"").data == b""bar""
 
 
-def test_session(app, client):
-    @app.route(""/set"", methods=[""POST""])
-    def set():
-        assert not flask.session.accessed
-        assert not flask.session.modified
+def test_session_accessed(app: flask.Flask, client: FlaskClient) -> None:
+    @app.post(""/"")
+    def do_set():
         flask.session[""value""] = flask.request.form[""value""]
-        assert flask.session.accessed
-        assert flask.session.modified
         return ""value set""
 
-    @app.route(""/get"")
-    def get():
-        assert not flask.session.accessed
-        assert not flask.session.modified
-        v = flask.session.get(""value"", ""None"")
-        assert flask.session.accessed
-        assert not flask.session.modified
-        return v
-
-    assert client.post(""/set"", data={""value"": ""42""}).data == b""value set""
-    assert client.get(""/get"").data == b""42""
+    @app.get(""/"")
+    def do_get():
+        return flask.session.get(""value"", ""None"")
+
+    @app.get(""/nothing"")
+    def do_nothing() -> str:
+        return """"
+
+    with client:
+        rv = client.get(""/nothing"")
+        assert ""cookie"" not in rv.vary
+        assert not request_ctx._session.accessed
+        assert not request_ctx._session.modified
+
+    with client:
+        rv = client.post(data={""value"": ""42""})
+        assert rv.text == ""value set""
+        assert ""cookie"" in rv.vary
+        assert request_ctx._session.accessed
+        assert request_ctx._session.modified
+
+    with client:
+        rv = client.get()
+        assert rv.text == ""42""
+        assert ""cookie"" in rv.vary
+        assert request_ctx._session.accessed
+        assert not request_ctx._session.modified
+
+    with client:
+        rv = client.get(""/nothing"")
+        assert rv.text == """"
+        assert ""cookie"" not in rv.vary
+        assert not request_ctx._session.accessed
+        assert not request_ctx._session.modified
 
 
 def test_session_path(app, client):",57,0,"@@ -20,6 +20,8 @@ from werkzeug.routing import RequestRedirect import flask from flask.globals import request_ctx from flask.testing import FlaskClient require_cpython_gc = pytest.mark.skipif( python_implementation() != ""CPython"", @@ -231,27 +233,46 @@ def index(): assert client.get(""/foo/bar"").data == b""bar"" def test_session(app, client): @app.route(""/set"", methods=[""POST""]) def set(): assert not flask.session.accessed assert not flask.session.modified def test_session_accessed(app: flask.Flask, client: FlaskClient) -> None: @app.post(""/"") def do_set(): flask.session[""value""] = flask.request.form[""value""] assert flask.session.accessed assert flask.session.modified return ""value set"" @app.route(""/get"") def get(): assert not flask.session.accessed assert not flask.session.modified v = flask.session.get(""value"", ""None"") assert flask.session.accessed assert not flask.session.modified return v assert client.post(""/set"", data={""value"": ""42""}).data == b""value set"" assert client.get(""/get"").data == b""42"" @app.get(""/"") def do_get(): return flask.session.get(""value"", ""None"") @app.get(""/nothing"") def do_nothing() -> str: return """" with client: rv = client.get(""/nothing"") assert ""cookie"" not in rv.vary assert not request_ctx._session.accessed assert not request_ctx._session.modified with client: rv = client.post(data={""value"": ""42""}) assert rv.text == ""value set"" assert ""cookie"" in rv.vary assert request_ctx._session.accessed assert request_ctx._session.modified with client: rv = client.get() assert rv.text == ""42"" assert ""cookie"" in rv.vary assert request_ctx._session.accessed assert not request_ctx._session.modified with client: rv = client.get(""/nothing"") assert rv.text == """" assert ""cookie"" not in rv.vary assert not request_ctx._session.accessed assert not request_ctx._session.modified def test_session_path(app, client):",1,9,0,0,0,1845
pallets/flask,c17f379390731543eea33a570a47bd4ef76a54fa,request context tracks session access,src/flask/app.py,"@@ -1318,8 +1318,8 @@ def process_response(self, response: Response) -> Response:
                 for func in reversed(self.after_request_funcs[name]):
                     response = self.ensure_sync(func)(response)
 
-        if not self.session_interface.is_null_session(ctx.session):
-            self.session_interface.save_session(self, ctx.session, response)
+        if not self.session_interface.is_null_session(ctx._session):
+            self.session_interface.save_session(self, ctx._session, response)
 
         return response
 ",4,0,"@@ -1318,8 +1318,8 @@ def process_response(self, response: Response) -> Response: for func in reversed(self.after_request_funcs[name]): response = self.ensure_sync(func)(response) if not self.session_interface.is_null_session(ctx.session): self.session_interface.save_session(self, ctx.session, response) if not self.session_interface.is_null_session(ctx._session): self.session_interface.save_session(self, ctx._session, response) return response",1,1,1,2,0,447
pallets/flask,c17f379390731543eea33a570a47bd4ef76a54fa,request context tracks session access,src/flask/ctx.py,"@@ -324,7 +324,7 @@ def __init__(
         except HTTPException as e:
             self.request.routing_exception = e
         self.flashes: list[tuple[str, str]] | None = None
-        self.session: SessionMixin | None = session
+        self._session: SessionMixin | None = session
         # Functions that should be executed after the request on the response
         # object.  These will be called before the regular ""after_request""
         # functions.
@@ -351,7 +351,7 @@ def copy(self) -> RequestContext:
             self.app,
             environ=self.request.environ,
             request=self.request,
-            session=self.session,
+            session=self._session,
         )
 
     def match_request(self) -> None:
@@ -364,6 +364,16 @@ def match_request(self) -> None:
         except HTTPException as e:
             self.request.routing_exception = e
 
+    @property
+    def session(self) -> SessionMixin:
+        """"""The session data associated with this request. Not available until
+        this context has been pushed. Accessing this property, also accessed by
+        the :data:`~flask.session` proxy, sets :attr:`.SessionMixin.accessed`.
+        """"""
+        assert self._session is not None, ""The session has not yet been opened.""
+        self._session.accessed = True
+        return self._session
+
     def push(self) -> None:
         # Before we push the request context we have to ensure that there
         # is an application context.
@@ -381,12 +391,12 @@ def push(self) -> None:
         # This allows a custom open_session method to use the request context.
         # Only open a new session if this is the first time the request was
         # pushed, otherwise stream_with_context loses the session.
-        if self.session is None:
+        if self._session is None:
             session_interface = self.app.session_interface
-            self.session = session_interface.open_session(self.app, self.request)
+            self._session = session_interface.open_session(self.app, self.request)
 
-            if self.session is None:
-                self.session = session_interface.make_null_session(self.app)
+            if self._session is None:
+                self._session = session_interface.make_null_session(self.app)
 
         # Match the request URL after loading the session, so that the
         # session is available in custom URL converters.",22,0,"@@ -324,7 +324,7 @@ def __init__( except HTTPException as e: self.request.routing_exception = e self.flashes: list[tuple[str, str]] | None = None self.session: SessionMixin | None = session self._session: SessionMixin | None = session @@ -351,7 +351,7 @@ def copy(self) -> RequestContext: self.app, environ=self.request.environ, request=self.request, session=self.session, session=self._session, ) def match_request(self) -> None: @@ -364,6 +364,16 @@ def match_request(self) -> None: except HTTPException as e: self.request.routing_exception = e @property def session(self) -> SessionMixin: assert self._session is not None, ""The session has not yet been opened."" self._session.accessed = True return self._session def push(self) -> None: @@ -381,12 +391,12 @@ def push(self) -> None: if self.session is None: if self._session is None: session_interface = self.app.session_interface self.session = session_interface.open_session(self.app, self.request) self._session = session_interface.open_session(self.app, self.request) if self.session is None: self.session = session_interface.make_null_session(self.app) if self._session is None: self._session = session_interface.make_null_session(self.app)",1,7,0,4,2,1198
pallets/flask,c17f379390731543eea33a570a47bd4ef76a54fa,request context tracks session access,src/flask/sessions.py,"@@ -43,10 +43,15 @@ def permanent(self, value: bool) -> None:
     #: ``True``.
     modified = True
 
-    #: Some implementations can detect when session data is read or
-    #: written and set this when that happens. The mixin default is hard
-    #: coded to ``True``.
-    accessed = True
+    accessed = False
+    """"""Indicates if the session was accessed, even if it was not modified. This
+    is set when the session object is accessed through the request context,
+    including the global :data:`.session` proxy. A ``Vary: cookie`` header will
+    be added if this is ``True``.
+
+    .. versionchanged:: 3.1.3
+        This is tracked by the request context.
+    """"""
 
 
 class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin):
@@ -65,34 +70,15 @@ class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin):
     #: will only be written to the response if this is ``True``.
     modified = False
 
-    #: When data is read or written, this is set to ``True``. Used by
-    # :class:`.SecureCookieSessionInterface` to add a ``Vary: Cookie``
-    #: header, which allows caching proxies to cache different pages for
-    #: different users.
-    accessed = False
-
     def __init__(
         self,
-        initial: c.Mapping[str, t.Any] | c.Iterable[tuple[str, t.Any]] | None = None,
+        initial: c.Mapping[str, t.Any] | None = None,
     ) -> None:
         def on_update(self: te.Self) -> None:
             self.modified = True
-            self.accessed = True
 
         super().__init__(initial, on_update)
 
-    def __getitem__(self, key: str) -> t.Any:
-        self.accessed = True
-        return super().__getitem__(key)
-
-    def get(self, key: str, default: t.Any = None) -> t.Any:
-        self.accessed = True
-        return super().get(key, default)
-
-    def setdefault(self, key: str, default: t.Any = None) -> t.Any:
-        self.accessed = True
-        return super().setdefault(key, default)
-
 
 class NullSession(SecureCookieSession):
     """"""Class used to generate nicer error messages if sessions are not",34,0,"@@ -43,10 +43,15 @@ def permanent(self, value: bool) -> None: modified = True accessed = True accessed = False class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin): @@ -65,34 +70,15 @@ class SecureCookieSession(CallbackDict[str, t.Any], SessionMixin): modified = False accessed = False def __init__( self, initial: c.Mapping[str, t.Any] | c.Iterable[tuple[str, t.Any]] | None = None, initial: c.Mapping[str, t.Any] | None = None, ) -> None: def on_update(self: te.Self) -> None: self.modified = True self.accessed = True super().__init__(initial, on_update) def __getitem__(self, key: str) -> t.Any: self.accessed = True return super().__getitem__(key) def get(self, key: str, default: t.Any = None) -> t.Any: self.accessed = True return super().get(key, default) def setdefault(self, key: str, default: t.Any = None) -> t.Any: self.accessed = True return super().setdefault(key, default) class NullSession(SecureCookieSession): """"""Class used to generate nicer error messages if sessions are not",1,6,0,1,0,1008
pallets/flask,c17f379390731543eea33a570a47bd4ef76a54fa,request context tracks session access,src/flask/templating.py,"@@ -22,8 +22,8 @@
 
 
 def _default_template_ctx_processor() -> dict[str, t.Any]:
-    """"""Default template context processor.  Injects `request`,
-    `session` and `g`.
+    """"""Default template context processor.  Replaces the ``request`` and ``g``
+    proxies with their concrete objects for faster access.
     """"""
     appctx = _cv_app.get(None)
     reqctx = _cv_request.get(None)
@@ -32,7 +32,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]:
         rv[""g""] = appctx.g
     if reqctx is not None:
         rv[""request""] = reqctx.request
-        rv[""session""] = reqctx.session
+        # The session proxy cannot be replaced, accessing it gets
+        # RequestContext.session, which sets session.accessed.
     return rv
 
 ",7,0,"@@ -22,8 +22,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]: Default template context processor. Replaces the ``request`` and ``g`` proxies with their concrete objects for faster access. """""" appctx = _cv_app.get(None) reqctx = _cv_request.get(None) @@ -32,7 +32,8 @@ def _default_template_ctx_processor() -> dict[str, t.Any]: rv[""g""] = appctx.g if reqctx is not None: rv[""request""] = reqctx.request rv[""session""] = reqctx.session return rv",1,2,1,1,0,455
pallets/flask,c17f379390731543eea33a570a47bd4ef76a54fa,request context tracks session access,tests/test_basic.py,"@@ -20,6 +20,8 @@
 from werkzeug.routing import RequestRedirect
 
 import flask
+from flask.globals import request_ctx
+from flask.testing import FlaskClient
 
 require_cpython_gc = pytest.mark.skipif(
     python_implementation() != ""CPython"",
@@ -231,27 +233,46 @@ def index():
     assert client.get(""/foo/bar"").data == b""bar""
 
 
-def test_session(app, client):
-    @app.route(""/set"", methods=[""POST""])
-    def set():
-        assert not flask.session.accessed
-        assert not flask.session.modified
+def test_session_accessed(app: flask.Flask, client: FlaskClient) -> None:
+    @app.post(""/"")
+    def do_set():
         flask.session[""value""] = flask.request.form[""value""]
-        assert flask.session.accessed
-        assert flask.session.modified
         return ""value set""
 
-    @app.route(""/get"")
-    def get():
-        assert not flask.session.accessed
-        assert not flask.session.modified
-        v = flask.session.get(""value"", ""None"")
-        assert flask.session.accessed
-        assert not flask.session.modified
-        return v
-
-    assert client.post(""/set"", data={""value"": ""42""}).data == b""value set""
-    assert client.get(""/get"").data == b""42""
+    @app.get(""/"")
+    def do_get():
+        return flask.session.get(""value"", ""None"")
+
+    @app.get(""/nothing"")
+    def do_nothing() -> str:
+        return """"
+
+    with client:
+        rv = client.get(""/nothing"")
+        assert ""cookie"" not in rv.vary
+        assert not request_ctx._session.accessed
+        assert not request_ctx._session.modified
+
+    with client:
+        rv = client.post(data={""value"": ""42""})
+        assert rv.text == ""value set""
+        assert ""cookie"" in rv.vary
+        assert request_ctx._session.accessed
+        assert request_ctx._session.modified
+
+    with client:
+        rv = client.get()
+        assert rv.text == ""42""
+        assert ""cookie"" in rv.vary
+        assert request_ctx._session.accessed
+        assert not request_ctx._session.modified
+
+    with client:
+        rv = client.get(""/nothing"")
+        assert rv.text == """"
+        assert ""cookie"" not in rv.vary
+        assert not request_ctx._session.accessed
+        assert not request_ctx._session.modified
 
 
 def test_session_path(app, client):",57,0,"@@ -20,6 +20,8 @@ from werkzeug.routing import RequestRedirect import flask from flask.globals import request_ctx from flask.testing import FlaskClient require_cpython_gc = pytest.mark.skipif( python_implementation() != ""CPython"", @@ -231,27 +233,46 @@ def index(): assert client.get(""/foo/bar"").data == b""bar"" def test_session(app, client): @app.route(""/set"", methods=[""POST""]) def set(): assert not flask.session.accessed assert not flask.session.modified def test_session_accessed(app: flask.Flask, client: FlaskClient) -> None: @app.post(""/"") def do_set(): flask.session[""value""] = flask.request.form[""value""] assert flask.session.accessed assert flask.session.modified return ""value set"" @app.route(""/get"") def get(): assert not flask.session.accessed assert not flask.session.modified v = flask.session.get(""value"", ""None"") assert flask.session.accessed assert not flask.session.modified return v assert client.post(""/set"", data={""value"": ""42""}).data == b""value set"" assert client.get(""/get"").data == b""42"" @app.get(""/"") def do_get(): return flask.session.get(""value"", ""None"") @app.get(""/nothing"") def do_nothing() -> str: return """" with client: rv = client.get(""/nothing"") assert ""cookie"" not in rv.vary assert not request_ctx._session.accessed assert not request_ctx._session.modified with client: rv = client.post(data={""value"": ""42""}) assert rv.text == ""value set"" assert ""cookie"" in rv.vary assert request_ctx._session.accessed assert request_ctx._session.modified with client: rv = client.get() assert rv.text == ""42"" assert ""cookie"" in rv.vary assert request_ctx._session.accessed assert not request_ctx._session.modified with client: rv = client.get(""/nothing"") assert rv.text == """" assert ""cookie"" not in rv.vary assert not request_ctx._session.accessed assert not request_ctx._session.modified def test_session_path(app, client):",1,9,0,0,0,1845
pallets/flask,d98eb69a354158252854ed4a5c9778e03d089191,revert cli test change,tests/test_cli.py,"@@ -483,17 +483,12 @@ def test_sort(self, app, invoke):
             [""yyy_get_post"", ""static"", ""aaa_post""],
             invoke([""routes"", ""-s"", ""rule""]).output,
         )
-        match_order = [
-            r.endpoint
-            for r in app.url_map.iter_rules()
-            if r.endpoint != ""_automatic_options""
-        ]
+        match_order = [r.endpoint for r in app.url_map.iter_rules()]
         self.expect_order(match_order, invoke([""routes"", ""-s"", ""match""]).output)
 
     def test_all_methods(self, invoke):
         output = invoke([""routes""]).output
-        assert ""HEAD"" not in output
-        assert ""OPTIONS"" not in output
+        assert ""GET, HEAD, OPTIONS, POST"" not in output
 
         output = invoke([""routes"", ""--all-methods""]).output
         assert ""GET, HEAD, OPTIONS, POST"" in output",9,0,"@@ -483,17 +483,12 @@ def test_sort(self, app, invoke): [""yyy_get_post"", ""static"", ""aaa_post""], invoke([""routes"", ""-s"", ""rule""]).output, ) match_order = [ r.endpoint for r in app.url_map.iter_rules() if r.endpoint != ""_automatic_options"" ] match_order = [r.endpoint for r in app.url_map.iter_rules()] self.expect_order(match_order, invoke([""routes"", ""-s"", ""match""]).output) def test_all_methods(self, invoke): output = invoke([""routes""]).output assert ""HEAD"" not in output assert ""OPTIONS"" not in output assert ""GET, HEAD, OPTIONS, POST"" not in output output = invoke([""routes"", ""--all-methods""]).output assert ""GET, HEAD, OPTIONS, POST"" in output",1,2,2,1,0,647
pallets/flask,12e95c93b488725f80753f34b2e0d24838ca4646,fix provide_automatic_options override (#5917),src/flask/sansio/app.py,"@@ -627,19 +627,19 @@ def add_url_rule(
         # Methods that should always be added
         required_methods: set[str] = set(getattr(view_func, ""required_methods"", ()))
 
-        # starting with Flask 0.8 the view_func object can disable and
-        # force-enable the automatic options handling.
         if provide_automatic_options is None:
             provide_automatic_options = getattr(
                 view_func, ""provide_automatic_options"", None
             )
 
-        if provide_automatic_options is None:
-            if ""OPTIONS"" not in methods and self.config[""PROVIDE_AUTOMATIC_OPTIONS""]:
-                provide_automatic_options = True
-                required_methods.add(""OPTIONS"")
-            else:
-                provide_automatic_options = False
+            if provide_automatic_options is None:
+                provide_automatic_options = (
+                    ""OPTIONS"" not in methods
+                    and self.config[""PROVIDE_AUTOMATIC_OPTIONS""]
+                )
+
+        if provide_automatic_options:
+            required_methods.add(""OPTIONS"")
 
         # Add the required methods now.
         methods |= required_methods",16,1,"@@ -627,19 +627,19 @@ def add_url_rule( required_methods: set[str] = set(getattr(view_func, ""required_methods"", ())) if provide_automatic_options is None: provide_automatic_options = getattr( view_func, ""provide_automatic_options"", None ) if provide_automatic_options is None: if ""OPTIONS"" not in methods and self.config[""PROVIDE_AUTOMATIC_OPTIONS""]: provide_automatic_options = True required_methods.add(""OPTIONS"") else: provide_automatic_options = False if provide_automatic_options is None: provide_automatic_options = ( ""OPTIONS"" not in methods and self.config[""PROVIDE_AUTOMATIC_OPTIONS""] ) if provide_automatic_options: required_methods.add(""OPTIONS"") methods |= required_methods",1,1,0,5,0,685
pallets/flask,12e95c93b488725f80753f34b2e0d24838ca4646,fix provide_automatic_options override (#5917),tests/test_basic.py,"@@ -20,6 +20,7 @@
 from werkzeug.routing import RequestRedirect
 
 import flask
+from flask.testing import FlaskClient
 
 require_cpython_gc = pytest.mark.skipif(
     python_implementation() != ""CPython"",
@@ -67,63 +68,61 @@ def test_method_route_no_methods(app):
         app.get(""/"", methods=[""GET"", ""POST""])
 
 
-def test_provide_automatic_options_attr():
-    app = flask.Flask(__name__)
+def test_provide_automatic_options_attr_disable(
+    app: flask.Flask, client: FlaskClient
+) -> None:
+    """"""Automatic options can be disabled by the view func attribute.""""""
 
     def index():
         return ""Hello World!""
 
     index.provide_automatic_options = False
-    app.route(""/"")(index)
-    rv = app.test_client().open(""/"", method=""OPTIONS"")
+    app.add_url_rule(""/"", view_func=index)
+    rv = client.options()
     assert rv.status_code == 405
 
-    app = flask.Flask(__name__)
 
-    def index2():
+def test_provide_automatic_options_attr_enable(
+    app: flask.Flask, client: FlaskClient
+) -> None:
+    """"""When default automatic options is disabled in config, it can still be
+    enabled by the view function attribute.
+    """"""
+    app.config[""PROVIDE_AUTOMATIC_OPTIONS""] = False
+
+    def index():
         return ""Hello World!""
 
-    index2.provide_automatic_options = True
-    app.route(""/"", methods=[""OPTIONS""])(index2)
-    rv = app.test_client().open(""/"", method=""OPTIONS"")
-    assert sorted(rv.allow) == [""OPTIONS""]
+    index.provide_automatic_options = True
+    app.add_url_rule(""/"", view_func=index)
+    rv = client.options()
+    assert rv.allow == {""GET"", ""HEAD"", ""OPTIONS""}
 
 
-def test_provide_automatic_options_kwarg(app, client):
-    def index():
-        return flask.request.method
-
-    def more():
-        return flask.request.method
+def test_provide_automatic_options_arg_disable(
+    app: flask.Flask, client: FlaskClient
+) -> None:
+    """"""Automatic options can be disabled by the route argument.""""""
 
-    app.add_url_rule(""/"", view_func=index, provide_automatic_options=False)
-    app.add_url_rule(
-        ""/more"",
-        view_func=more,
-        methods=[""GET"", ""POST""],
-        provide_automatic_options=False,
-    )
-    assert client.get(""/"").data == b""GET""
+    @app.get(""/"", provide_automatic_options=False)
+    def index():
+        return ""Hello World!""
 
-    rv = client.post(""/"")
+    rv = client.options()
     assert rv.status_code == 405
-    assert sorted(rv.allow) == [""GET"", ""HEAD""]
 
-    rv = client.open(""/"", method=""OPTIONS"")
-    assert rv.status_code == 405
 
-    rv = client.head(""/"")
-    assert rv.status_code == 200
-    assert not rv.data  # head truncates
-    assert client.post(""/more"").data == b""POST""
-    assert client.get(""/more"").data == b""GET""
+def test_provide_automatic_options_method_disable(
+    app: flask.Flask, client: FlaskClient
+) -> None:
+    """"""Automatic options is ignored if the route handles options.""""""
 
-    rv = client.delete(""/more"")
-    assert rv.status_code == 405
-    assert sorted(rv.allow) == [""GET"", ""HEAD"", ""POST""]
+    @app.route(""/"", methods=[""OPTIONS""])
+    def index():
+        return """", {""X-Test"": ""test""}
 
-    rv = client.open(""/more"", method=""OPTIONS"")
-    assert rv.status_code == 405
+    rv = client.options()
+    assert rv.headers[""X-Test""] == ""test""
 
 
 def test_request_dispatching(app, client):",75,1,"@@ -20,6 +20,7 @@ from werkzeug.routing import RequestRedirect import flask from flask.testing import FlaskClient require_cpython_gc = pytest.mark.skipif( python_implementation() != ""CPython"", @@ -67,63 +68,61 @@ def test_method_route_no_methods(app): app.get(""/"", methods=[""GET"", ""POST""]) def test_provide_automatic_options_attr(): app = flask.Flask(__name__) def test_provide_automatic_options_attr_disable( app: flask.Flask, client: FlaskClient ) -> None: def index(): return ""Hello World!"" index.provide_automatic_options = False app.route(""/"")(index) rv = app.test_client().open(""/"", method=""OPTIONS"") app.add_url_rule(""/"", view_func=index) rv = client.options() assert rv.status_code == 405 app = flask.Flask(__name__) def index2(): def test_provide_automatic_options_attr_enable( app: flask.Flask, client: FlaskClient ) -> None: app.config[""PROVIDE_AUTOMATIC_OPTIONS""] = False def index(): return ""Hello World!"" index2.provide_automatic_options = True app.route(""/"", methods=[""OPTIONS""])(index2) rv = app.test_client().open(""/"", method=""OPTIONS"") assert sorted(rv.allow) == [""OPTIONS""] index.provide_automatic_options = True app.add_url_rule(""/"", view_func=index) rv = client.options() assert rv.allow == {""GET"", ""HEAD"", ""OPTIONS""} def test_provide_automatic_options_kwarg(app, client): def index(): return flask.request.method def more(): return flask.request.method def test_provide_automatic_options_arg_disable( app: flask.Flask, client: FlaskClient ) -> None: app.add_url_rule(""/"", view_func=index, provide_automatic_options=False) app.add_url_rule( ""/more"", view_func=more, methods=[""GET"", ""POST""], provide_automatic_options=False, ) assert client.get(""/"").data == b""GET"" @app.get(""/"", provide_automatic_options=False) def index(): return ""Hello World!"" rv = client.post(""/"") rv = client.options() assert rv.status_code == 405 assert sorted(rv.allow) == [""GET"", ""HEAD""] rv = client.open(""/"", method=""OPTIONS"") assert rv.status_code == 405 rv = client.head(""/"") assert rv.status_code == 200 assert not rv.data assert client.post(""/more"").data == b""POST"" assert client.get(""/more"").data == b""GET"" def test_provide_automatic_options_method_disable( app: flask.Flask, client: FlaskClient ) -> None: rv = client.delete(""/more"") assert rv.status_code == 405 assert sorted(rv.allow) == [""GET"", ""HEAD"", ""POST""] @app.route(""/"", methods=[""OPTIONS""]) def index(): return """", {""X-Test"": ""test""} rv = client.open(""/more"", method=""OPTIONS"") assert rv.status_code == 405 rv = client.options() assert rv.headers[""X-Test""] == ""test"" def test_request_dispatching(app, client):",1,15,0,0,0,2571
